above_threshold,ari,case_name,changepoints,duplicate_rate,duplicate_rate_conditional_on_hit,event_recall,experiment,f1,fn,fp,label_accuracy,localization_error,max_abs_error,max_score,mean_abs_error,mean_num_detections,mean_posterior_entropy,meta_ablation,meta_distance_type,meta_hazard,meta_horizon,meta_metric,meta_placeholder,meta_use_global,meta_use_prototypes,meta_variant,meta_window,method,nmi,num_detected,param_centered,param_d,param_delta,param_delta_rho,param_demeaned,param_epsilon,param_garch_noise,param_magnitude,param_mean_shift,param_mode_separation,param_n_after,param_n_before,param_n_changepoints,param_n_factors,param_n_per_segment,param_noise_level,param_nu,param_persistent,param_regime_duration,param_rho1,param_seed,param_serial_dependence,param_shift_family,param_shock_length,param_shock_type,param_signal_strength,param_similarity,param_sparsity,param_volatility_ratio,param_window_length,precision,recall,resource_name,resource_source,resource_url,threshold,tp,unavailable
0.0,,duplicate_peak_correlation,131,0.0,0.0,1.0,A7,1.0,0.0,0.0,,11.0,11.0,0.13076396480642996,11.0,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,50,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.13076396480642996,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.1078143447902794,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.029071274726160667,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.029071274726160667,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,169,0.0,0.0,0.0,A7,0.0,1.0,1.0,,nan,nan,0.12445844573861556,nan,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.12445844573861556,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03638822812440455,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.018619047445168846,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.018619047445168846,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.07374825714386243,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.07374825714386243,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03021233579215874,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.013565001806914345,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.013565001806914345,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0582765651742979,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.0582765651742979,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.039281562878823756,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.015923598377794012,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.015923598377794012,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.07239754743463298,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.07239754743463298,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03277061137250159,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.013612226922339033,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.013612226922339033,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.06501091160423353,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.06501091160423353,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.2,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,medium,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.10399137607057243,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.04050348879953727,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.04050348879953727,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,129,0.0,0.0,1.0,A7,1.0,0.0,0.0,,9.0,9.0,0.14088993632348107,9.0,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,50,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.14088993632348107,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.09758663881463477,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.039090210494069376,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.039090210494069376,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,125;169,1.0,1.0,1.0,A7,0.6666666666666666,0.0,1.0,,5.0,5.0,0.13012371753162294,5.0,2.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,2.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,50,0.5,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.13012371753162294,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.11403664769655131,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.036261503384534974,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.036261503384534974,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,130,0.0,0.0,1.0,A7,1.0,0.0,0.0,,10.0,10.0,0.14612213703681415,10.0,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,50,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.14612213703681415,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.1060703505759572,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.24778080935158758,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03438419427298034,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03438419427298034,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.09814997742243207,0.0,0.0
0.0,,duplicate_peak_correlation,125,0.0,0.0,1.0,A7,1.0,0.0,0.0,,5.0,5.0,0.13154135236394315,5.0,1.0,,full,sliced,,100,sliced_wasserstein,False,True,True,proposed_full,50,proposed_full,,1.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,50,1.0,1.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.3814687062052614,1.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.13154135236394315,nan,0.0,,local_only,sliced,,100,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,50,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,1,,correlation,,,strong,,,,50,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.3814687062052614,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.03630526084297578,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.029859453991094177,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.029859453991094177,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.09353664883329446,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.09353664883329446,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.029797108805890028,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.026059236034626322,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.026059236034626322,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.07643691405364389,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.07643691405364389,nan,0.0,,local_only,sliced,,200,sliced_wasserstein,False,False,False,proposed_local_persistence_proxy,100,proposed_local_persistence_proxy,,0.0,,20,,0.4,,,,,,,,,,,120,low,,,,0.2,1,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + persistence proxy,docs/experiment_plan.md §2.2,docs/experiment_plan.md,0.1827937465524398,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.038617899637503464,nan,0.0,,,,,,,,,,,,coordinate_w2_matched_filter,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Coordinate-wise W2 + matched filter,"Cheng et al., arXiv:1911.01325",https://arxiv.org/abs/1911.01325,0.10626090849518066,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.02463311616308104,nan,0.0,,,,,,,,,,,,mmd,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,MMD window scan,"Gretton et al., A Kernel Two-Sample Test, JMLR 2012",https://www.jmlr.org/papers/v13/gretton12a.html,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.02463311616308104,nan,0.0,,,,,,,,,,,,window_rbf,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Window-based CPD,ruptures window method,https://centre-borelli.github.io/ruptures-docs/,0.041185856257766364,0.0,0.0
0.0,,duplicate_peak_correlation,,0.0,nan,0.0,A7,0.0,1.0,0.0,,nan,nan,0.09186067868401507,nan,0.0,,full,sliced,,200,sliced_wasserstein,False,True,True,proposed_full,100,proposed_full,,0.0,,20,,0.4,,,,,,,,,,,120,high,,,,0.2,0,,correlation,,,strong,,,,100,0.0,0.0,Proposed: local + prototypes + global refinement,docs/proposed_method.md §0,docs/proposed_method.md,0.1827937465524398,0.0,0.0
